OGC_FID,OSM_ID,OSM_WAY_ID,NAME,TYPE,AEROWAY,AMENITY,ADMIN_LEVE,BARRIER,BOUNDARY,BUILDING,CRAFT,GEOLOGICAL,HISTORIC,LAND_AREA,LANDUSE,LEISURE,MAN_MADE,MILITARY,NATURAL,OFFICE,PLACE,SHOP,SPORT,TOURISM,OTHER_TAGS
954,,219928581,Disneyland Pre-School,,,kindergarten,,,,,,,,,,,,,,,,,,,"""isced:level""=>""kindergarten"", ""operator:type""=>""private"", ""student:count""=>""13"", ""building_count""=>""1"", ""personnel:count""=>""3"""
955,,219928582,Kantipur Academy High School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""400"", ""building_count""=>""1"", ""personnel:count""=>""30"""
956,,219928583,Mount Summit Boarding School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""400"", ""building_count""=>""5"", ""personnel:count""=>""25"""
957,,219928584,Om Vajra Public School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""373"", ""building_count""=>""1"", ""personnel:count""=>""30"""
958,,219928586,Pegasus English School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""400"", ""building_count""=>""1"", ""personnel:count""=>""24"""
959,,219928588,Sneha Kids Home,,,kindergarten,,,,,,,,,,,,,,,,,,,"""isced:level""=>""kindergarten"", ""operator:type""=>""private"", ""student:count""=>""105"", ""building_count""=>""2"", ""personnel:count""=>""14"""
960,,219932295,Bipul Sikshya Sadan,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""450"", ""building_count""=>""3"", ""personnel:count""=>""32"""
961,,219932296,Charles Darwin Academy,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""400"", ""building_count""=>""3"", ""personnel:count""=>""20"""
962,,219932297,Sirjana Secondary English School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""550"", ""building_count""=>""3"", ""personnel:count""=>""28"""
963,,219973931,Deeya Shree School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""primary"", ""operator:type""=>""private"", ""student:count""=>""120"", ""building_count""=>""1"", ""personnel:count""=>""8"""
964,,219974779,Siddhartha Vidyapeeth,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""400"", ""building_count""=>""1"", ""personnel:count""=>""35"""
965,,219995261,Shree Landruk Primary School,,,school,,,,,,,,,,,,,,,,,,,
966,,219995262,Shree Modi Primary School,,,school,,,,yes,,,,,,,,,,,,,,,
967,,220095817,Deepshikha High School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""235"", ""building_count""=>""4"", ""personnel:count""=>""30"""
968,,220108551,World Angel Academy,,,school,,,,,,,,,,,,,,,,,,,"""phone""=>""01-4274792"", ""isced:level""=>""kindergarten"", ""operator:type""=>""private"", ""student:count""=>""30"", ""building_count""=>""1"", ""personnel:count""=>""4"""
969,,220108682,Buddha Jyoti  Academy,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""higher_secondary"", ""operator:type""=>""private"", ""student:count""=>""500"", ""building_count""=>""3"", ""personnel:count""=>""35"""
970,,220108686,Shanti Niketan School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""225"", ""building_count""=>""1"", ""personnel:count""=>""20"""
971,,220109996,Little Buddhas Academy,,,school,,,,,,,,,,,,,,,,,,,"""phone""=>""01-4284237"", ""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""350"", ""building_count""=>""2"", ""personnel:count""=>""40"""
972,,220110829,Bibhuti International School,,,school,,,,,,,,,,,,,,,,,,,"""phone""=>""01-4670047"", ""isced:level""=>""lower_secondary"", ""operator:type""=>""private"", ""student:count""=>""220"", ""building_count""=>""1"", ""personnel:count""=>""20"""
973,,220111289,AB Secondary School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""350"", ""building_count""=>""2"", ""personnel:count""=>""30"""
974,,220111290,Surya Deep Higher Secondary School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""higher_secondary"", ""operator:type""=>""private"", ""student:count""=>""300"", ""building_count""=>""1"", ""personnel:count""=>""25"""
975,,220111963,New Arunodaya English Higher Secondary School,,,school,,,,,,,,,,,,,,,,,,,"""phone""=>""01-4275993"", ""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""800"", ""building_count""=>""2"", ""personnel:count""=>""50"""
976,,220112949,Nichholson Higher Secondary School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""higher_secondary"", ""operator:type""=>""private"", ""student:count""=>""600"", ""building_count""=>""3"", ""personnel:count""=>""65"""
977,,220112950,Suryabinayak English School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""300"", ""building_count""=>""2"", ""personnel:count""=>""27"""
978,,220114606,Capital College and Research Centre,,,college,,,,,,,,,,,,,,,,,,,"""phone""=>""01-4600723"", ""isced:level""=>""college"", ""operator:type""=>""private"", ""student:count""=>""1200"", ""building_count""=>""2"", ""personnel:count""=>""130"""
979,,220114646,Bal Vidya Mandir Secondary School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""310"", ""building_count""=>""1"", ""personnel:count""=>""25"""
980,,220114647,Oxford Practical School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""356"", ""building_count""=>""2"", ""personnel:count""=>""26"""
981,,220114648,Scholar Educational Institute,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""others"", ""operator:type""=>""private"", ""student:count""=>""200"", ""building_count""=>""2"", ""personnel:count""=>""20"""
982,,220118010,Angel's Home Montessori Based Pre-School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""primary"", ""operator:type""=>""private"", ""student:count""=>""12"", ""building_count""=>""1"", ""personnel:count""=>""3"""
983,,220118012,Budhanilakantha Model Community Academy,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""community"", ""student:count""=>""500"", ""building_count""=>""4"", ""personnel:count""=>""31"""
984,,220118014,Dhurba Tara Boarding High School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""600"", ""building_count""=>""2"", ""personnel:count""=>""35"""
985,,220118015,Diamond English Medium Higher Secondary School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""275"", ""building_count""=>""2"", ""personnel:count""=>""28"""
986,,220118016,Mother's Castle School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""primary"", ""operator:type""=>""private"", ""student:count""=>""32"", ""building_count""=>""2"", ""personnel:count""=>""16"""
987,,220189972,A&A Academy,,,school,,,,,,,,,,,,,,,,,,,"""phone""=>""9808442349"", ""isced:level""=>""primary"", ""operator:type""=>""private"", ""student:count""=>""70"", ""building_count""=>""2"", ""personnel:count""=>""9"""
988,,220189973,Kathmandu Forestry College,,,college,,,,,,,,,,,,,,,,,,,"""phone""=>""01-4600342"", ""isced:level""=>""college"", ""operator:type""=>""private"", ""student:count""=>""290"", ""building_count""=>""4"", ""personnel:count""=>""49"""
989,,220190724,Don Bosco College,,,college,,,,,,,,,,,,,,,,,,,"""phone""=>""01-4600546"", ""isced:level""=>""college"", ""operator:type""=>""private"", ""student:count""=>""285"", ""building_count""=>""2"", ""personnel:count""=>""55"""
990,,220190725,Hebron Public School,,,school,,,,,,,,,,,,,,,,,,,"""phone""=>""01-4600869"", ""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""400"", ""building_count""=>""6"", ""personnel:count""=>""30"""
991,,220191009,Hebron Public School (Junior),,,school,,,,,,,,,,,,,,,,,,,"""phone""=>""01-4601291"", ""isced:level""=>""kindergarten"", ""operator:type""=>""private"", ""student:count""=>""140"", ""building_count""=>""1"", ""personnel:count""=>""11"""
992,,220198407,Great Wall International School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""250"", ""building_count""=>""1"", ""personnel:count""=>""46"""
993,,220201768,Shubham Pathshala,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""lower_secondary"", ""operator:type""=>""private"", ""student:count""=>""50"", ""building_count""=>""1"", ""personnel:count""=>""10"""
994,,220209829,Maha Manjushree Higher Secondary School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""lower_secondary"", ""operator:type""=>""community"", ""student:count""=>""360"", ""building_count""=>""1"", ""personnel:count""=>""30"""
995,,220210680,Divyatara Boarding School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""120"", ""building_count""=>""4"", ""personnel:count""=>""14"""
996,,220211878,Kathmandu Vidya Mandir,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""350"", ""building_count""=>""2"", ""personnel:count""=>""28"""
997,,220211881,Tara Sadan English School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""350"", ""building_count""=>""3"", ""personnel:count""=>""28"""
998,,220212852,Arunima Sishu Sadan,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""lower_secondary"", ""operator:type""=>""private"", ""student:count""=>""390"", ""building_count""=>""4"", ""personnel:count""=>""28"""
999,,220212854,Shree Janakalyan Higher Secondary School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""higher_secondary"", ""operator:type""=>""government"", ""student:count""=>""1500"", ""building_count""=>""3"", ""personnel:count""=>""45"""
1018,,220227891,Silver Mountain School of Hotel Management,,,college,,,,,,,,,,,,,,,,,,,"""isced:level""=>""college"", ""operator:type""=>""private"", ""student:count""=>""363"", ""building_count""=>""3"", ""personnel:count""=>""45"""
1000,,220213327,Progressive English Secondary School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""500"", ""building_count""=>""4"", ""personnel:count""=>""30"""
1001,,220213916,Nilkantha Boarding School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""250"", ""building_count""=>""1"", ""personnel:count""=>""20"""
1002,,220214314,Kumari Engineering College,,,school,,,,,,,,,,,,,,,,,,,"""name:ne""=>""कुमारी इन्जिनियरिंग कलेज"", ""operator""=>""Kumari Academy"", ""addr:city""=>""kathmandu"", ""addr:street""=>""Boudha Main Road"", ""isced:level""=>""college"", ""operator:type""=>""private"", ""student:count""=>""400"", ""b"
1003,,220214960,Boudha Secondary School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""375"", ""building_count""=>""2"", ""personnel:count""=>""35"""
1004,,220215433,Three Star English School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""lower_secondary"", ""operator:type""=>""private"", ""student:count""=>""50"", ""building_count""=>""2"", ""personnel:count""=>""7"""
1005,,220215457,Ashwok Childhood School,,,school,,,,,,,,,,,,,,,,,,,
1006,,220215458,Narayani Gandaki Sanskrit Vidhyalaya,,,school,,,,,,,,,,,,,,,,,,,
1007,,220215976,Boudha Children Heaven High School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""570"", ""building_count""=>""6"", ""personnel:count""=>""35"""
1008,,220215977,Shree Nawa Jagriti Secondary School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""government"", ""student:count""=>""800"", ""building_count""=>""1"", ""personnel:count""=>""21"""
1009,,220222682,Kitini Higher Secondary School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""college"", ""operator:type""=>""government"", ""student:count""=>""1200"", ""building_count""=>""7"", ""personnel:count""=>""75"""
1010,,220222684,Pushpanjali Secondary School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""625"", ""building_count""=>""5"", ""personnel:count""=>""42"""
1011,,220227884,Adarsha Yog-Hari Higher Secondary School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""higher_secondary"", ""operator:type""=>""community"", ""student:count""=>""355"", ""building_count""=>""4"", ""personnel:count""=>""37"""
1012,,220227885,Everest Higher Secondary School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""400"", ""building_count""=>""4"", ""personnel:count""=>""22"""
1013,,220227886,Everest Multiple College,,,college,,,,,,,,,,,,,,,,,,,"""isced:level""=>""college"", ""operator:type""=>""private"", ""student:count""=>""300"", ""building_count""=>""2"", ""personnel:count""=>""25"""
1014,,220227887,Janak Nath Memorial Higher Secondary  School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""higher_secondary"", ""operator:type""=>""community"", ""student:count""=>""450"", ""building_count""=>""3"", ""personnel:count""=>""50"""
1015,,220227888,National School of Science (NIST),,,college,,,,,,,,,,,,,,,,,,,"""isced:level""=>""higher_secondary"", ""operator:type""=>""private"", ""student:count""=>""1800"", ""building_count""=>""2"", ""personnel:count""=>""160"""
1016,,220227889,Pragya Higher Secondary Boarding School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""higher_secondary"", ""operator:type""=>""private"", ""student:count""=>""450"", ""building_count""=>""2"", ""personnel:count""=>""25"""
1017,,220227890,Shree Shanti Vidya Griha Higher Secondary School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""higher_secondary"", ""operator:type""=>""community"", ""student:count""=>""1200"", ""building_count""=>""4"", ""personnel:count""=>""50"""
1019,,220227917,National College,,,college,,,,,,,,,,,,,,,,,,,"""isced:level""=>""college"", ""operator:type""=>""private"", ""student:count""=>""70"", ""building_count""=>""1"", ""personnel:count""=>""40"""
1020,,220227983,Riverdale International Montessori,,,kindergarten,,,,,,,,,,,,,,,,,,,"""phone""=>""4492098"", ""isced:level""=>""kindergarten"", ""operator:type""=>""private"", ""student:count""=>""50"", ""building_count""=>""1"", ""personnel:count""=>""17"""
1021,,220230496,Valley View English School,,,school,,,,,,,,,,,,,,,,,,,"""phone""=>""014473693"", ""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""783"", ""building_count""=>""8"", ""personnel:count""=>""79"""
1022,,220233810,Bhairabhi Lower Secondary School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""lower_secondary"", ""operator:type""=>""government"", ""student:count""=>""78"", ""building_count""=>""3"", ""personnel:count""=>""13"""
1023,,220234876,Himal Secondary School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""450"", ""building_count""=>""5"", ""personnel:count""=>""33"""
1024,,220235470,Bal Chetan Primary School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""primary"", ""operator:type""=>""government"", ""student:count""=>""34"", ""building_count""=>""2"", ""personnel:count""=>""8"""
1025,,220235524,Jana Bikash Primary School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""primary"", ""operator:type""=>""government"", ""student:count""=>""25"", ""building_count""=>""1"", ""personnel:count""=>""3"""
1026,,220235854,Unity English School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""400"", ""building_count""=>""2"", ""personnel:count""=>""27"""
1027,,220236092,National College of Information Technology(NCIT),,,college,,,,,,,,,,,,,,,,,,,"""phone""=>""01-5006354"", ""isced:level""=>""college"", ""operator:type""=>""private"", ""student:count""=>""600"", ""building_count""=>""2"", ""personnel:count""=>""69"""
1028,,220244738,Balbikash Boarding School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""600"", ""building_count""=>""2"", ""personnel:count""=>""50"""
1029,,220244741,Budhanilakantha Ved Vidya Ashram,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""community"", ""student:count""=>""35"", ""building_count""=>""1"", ""personnel:count""=>""6"""
1030,,220244742,Diamond School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""lower_secondary"", ""operator:type""=>""private"", ""student:count""=>""300"", ""building_count""=>""2"", ""personnel:count""=>""16"""
1031,,220244743,Himalaya Boarding High School,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""650"", ""building_count""=>""4"", ""personnel:count""=>""35"""
1032,,220244744,Shristi Gyan Academy,,,school,,,,,,,,,,,,,,,,,,,"""isced:level""=>""secondary"", ""operator:type""=>""private"", ""student:count""=>""318"", ""building_count""=>""3"", ""personnel:count""=>""46"""
